frame,left_INDEX_FINGER_DIP_x,left_INDEX_FINGER_DIP_y,left_INDEX_FINGER_DIP_z,left_INDEX_FINGER_MCP_x,left_INDEX_FINGER_MCP_y,left_INDEX_FINGER_MCP_z,left_INDEX_FINGER_PIP_x,left_INDEX_FINGER_PIP_y,left_INDEX_FINGER_PIP_z,left_INDEX_FINGER_TIP_x,left_INDEX_FINGER_TIP_y,left_INDEX_FINGER_TIP_z,left_MIDDLE_FINGER_DIP_x,left_MIDDLE_FINGER_DIP_y,left_MIDDLE_FINGER_DIP_z,left_MIDDLE_FINGER_MCP_x,left_MIDDLE_FINGER_MCP_y,left_MIDDLE_FINGER_MCP_z,left_MIDDLE_FINGER_PIP_x,left_MIDDLE_FINGER_PIP_y,left_MIDDLE_FINGER_PIP_z,left_MIDDLE_FINGER_TIP_x,left_MIDDLE_FINGER_TIP_y,left_MIDDLE_FINGER_TIP_z,left_PINKY_DIP_x,left_PINKY_DIP_y,left_PINKY_DIP_z,left_PINKY_MCP_x,left_PINKY_MCP_y,left_PINKY_MCP_z,left_PINKY_PIP_x,left_PINKY_PIP_y,left_PINKY_PIP_z,left_PINKY_TIP_x,left_PINKY_TIP_y,left_PINKY_TIP_z,left_RING_FINGER_DIP_x,left_RING_FINGER_DIP_y,left_RING_FINGER_DIP_z,left_RING_FINGER_MCP_x,left_RING_FINGER_MCP_y,left_RING_FINGER_MCP_z,left_RING_FINGER_PIP_x,left_RING_FINGER_PIP_y,left_RING_FINGER_PIP_z,left_RING_FINGER_TIP_x,left_RING_FINGER_TIP_y,left_RING_FINGER_TIP_z,left_THUMB_CMC_x,left_THUMB_CMC_y,left_THUMB_CMC_z,left_THUMB_IP_x,left_THUMB_IP_y,left_THUMB_IP_z,left_THUMB_MCP_x,left_THUMB_MCP_y,left_THUMB_MCP_z,left_THUMB_TIP_x,left_THUMB_TIP_y,left_THUMB_TIP_z,left_WRIST_x,left_WRIST_y,left_WRIST_z,left_bounding_box_size,left_confidence,left_convex_hull_area,left_direction_changes,left_distance,left_duration,left_movement_direction,left_movement_label,left_speed,left_thumb_index_distance,left_thumb_index_middle_angle,left_velocity,right_INDEX_FINGER_DIP_x,right_INDEX_FINGER_DIP_y,right_INDEX_FINGER_DIP_z,right_INDEX_FINGER_MCP_x,right_INDEX_FINGER_MCP_y,right_INDEX_FINGER_MCP_z,right_INDEX_FINGER_PIP_x,right_INDEX_FINGER_PIP_y,right_INDEX_FINGER_PIP_z,right_INDEX_FINGER_TIP_x,right_INDEX_FINGER_TIP_y,right_INDEX_FINGER_TIP_z,right_MIDDLE_FINGER_DIP_x,right_MIDDLE_FINGER_DIP_y,right_MIDDLE_FINGER_DIP_z,right_MIDDLE_FINGER_MCP_x,right_MIDDLE_FINGER_MCP_y,right_MIDDLE_FINGER_MCP_z,right_MIDDLE_FINGER_PIP_x,right_MIDDLE_FINGER_PIP_y,right_MIDDLE_FINGER_PIP_z,right_MIDDLE_FINGER_TIP_x,right_MIDDLE_FINGER_TIP_y,right_MIDDLE_FINGER_TIP_z,right_PINKY_DIP_x,right_PINKY_DIP_y,right_PINKY_DIP_z,right_PINKY_MCP_x,right_PINKY_MCP_y,right_PINKY_MCP_z,right_PINKY_PIP_x,right_PINKY_PIP_y,right_PINKY_PIP_z,right_PINKY_TIP_x,right_PINKY_TIP_y,right_PINKY_TIP_z,right_RING_FINGER_DIP_x,right_RING_FINGER_DIP_y,right_RING_FINGER_DIP_z,right_RING_FINGER_MCP_x,right_RING_FINGER_MCP_y,right_RING_FINGER_MCP_z,right_RING_FINGER_PIP_x,right_RING_FINGER_PIP_y,right_RING_FINGER_PIP_z,right_RING_FINGER_TIP_x,right_RING_FINGER_TIP_y,right_RING_FINGER_TIP_z,right_THUMB_CMC_x,right_THUMB_CMC_y,right_THUMB_CMC_z,right_THUMB_IP_x,right_THUMB_IP_y,right_THUMB_IP_z,right_THUMB_MCP_x,right_THUMB_MCP_y,right_THUMB_MCP_z,right_THUMB_TIP_x,right_THUMB_TIP_y,right_THUMB_TIP_z,right_WRIST_x,right_WRIST_y,right_WRIST_z,right_bounding_box_size,right_confidence,right_convex_hull_area,right_direction_changes,right_distance,right_duration,right_movement_direction,right_movement_label,right_speed,right_thumb_index_distance,right_thumb_index_middle_angle,right_velocity
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.5333333333333334,Not moving,slow,0.0,0.0,0.0,0.0,0.42834964394569397,0.2722712457180023,-0.07876239717006683,0.3392808735370636,0.4657174348831177,-0.025591909885406494,0.39632880687713623,0.34441858530044556,-0.053064312785863876,0.45340877771377563,0.2106933295726776,-0.098093181848526,0.3330315351486206,0.18261834979057312,-0.07945830374956131,0.2775219976902008,0.4294276535511017,-0.03300614655017853,0.3124656081199646,0.27648115158081055,-0.05506988614797592,0.34678202867507935,0.10658937692642212,-0.09904048591852188,0.10986335575580597,0.2496730536222458,-0.10619708150625229,0.1459527611732483,0.4523831903934479,-0.06339102983474731,0.12291780114173889,0.3328505754470825,-0.08966994285583496,0.10294811427593231,0.17381206154823303,-0.11723582446575165,0.24986815452575684,0.1838817298412323,-0.09542688727378845,0.21384629607200623,0.4264328181743622,-0.04607738181948662,0.23493096232414246,0.2761099338531494,-0.07008096575737,0.2627761960029602,0.10939279198646545,-0.11395883560180664,0.2779533863067627,0.768170952796936,-0.03665982931852341,0.4734373390674591,0.6728718280792236,-0.07520399987697601,0.3890216052532196,0.7068262100219727,-0.05550951883196831,0.5455319881439209,0.6806610822677612,-0.0969204232096672,0.1655828356742859,0.7822229862213135,6.882460752422048e-07,0.2990245401171441,1.0,1.8907091049310054,8,0.34733170697339055,0.5333333333333334,Right,fast,0.6512469505751072,0.47891309215352335,145.4046216509744,0.9360825573099901
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.5666666666666667,Not moving,slow,0.0,0.0,0.0,0.0,0.4114418625831604,0.2557431757450104,-0.08167675882577896,0.3351353704929352,0.46607980132102966,-0.028645185753703117,0.3841140568256378,0.3347962498664856,-0.056351661682128906,0.4331248998641968,0.18764930963516235,-0.10102718323469162,0.334095299243927,0.1826704442501068,-0.08589225262403488,0.27668482065200806,0.43362870812416077,-0.03749750927090645,0.3129044771194458,0.27631109952926636,-0.0616258941590786,0.34939369559288025,0.10688009858131409,-0.10451798886060715,0.11229600012302399,0.25017353892326355,-0.11514903604984283,0.14781907200813293,0.4579293727874756,-0.07072000950574875,0.1267882138490677,0.33242857456207275,-0.09986630082130432,0.10219840705394745,0.1748705804347992,-0.12483179569244385,0.25712692737579346,0.18384221196174622,-0.10486338287591934,0.21547198295593262,0.4316810965538025,-0.05208338797092438,0.23920808732509613,0.2763217091560364,-0.07996565103530884,0.2719801664352417,0.10860610008239746,-0.1220690980553627,0.28082725405693054,0.7692428827285767,-0.03760639950633049,0.47043463587760925,0.6714842915534973,-0.07890071719884872,0.3864009976387024,0.7053258419036865,-0.05783757194876671,0.5389858484268188,0.6755069494247437,-0.1017100140452385,0.17322272062301636,0.7898339033126831,7.031072186691745e-07,0.2983056449444823,1.0,1.8784943180083982,8,0.3581156719678414,0.5666666666666667,Not moving,fast,0.631968832884426,0.4992114615967414,146.2113412315635,0.32351894983352464
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.5999999999999999,Not moving,slow,0.0,0.0,0.0,0.0,0.45504721999168396,0.2778890132904053,-0.06287158280611038,0.37527745962142944,0.4696202874183655,-0.017099356278777122,0.4271180033683777,0.35155510902404785,-0.03981371223926544,0.47805505990982056,0.213381826877594,-0.08094422519207001,0.3689267337322235,0.1934354603290558,-0.06469027698040009,0.3137590289115906,0.43401050567626953,-0.025039082393050194,0.3476562201976776,0.2853528559207916,-0.042741529643535614,0.3857603669166565,0.11739712953567505,-0.08285459876060486,0.14671900868415833,0.25687164068222046,-0.09570562094449997,0.18169435858726501,0.45606502890586853,-0.05608898401260376,0.15818431973457336,0.3388745188713074,-0.08041048794984818,0.14138154685497284,0.1816246509552002,-0.10578840970993042,0.2874965965747833,0.19361740350723267,-0.08341174572706223,0.2500166594982147,0.43128496408462524,-0.03857167437672615,0.2709622085094452,0.2837737500667572,-0.059739112854003906,0.3033818006515503,0.12030771374702454,-0.10070706158876419,0.31301695108413696,0.7755929231643677,-0.03293728455901146,0.5031065940856934,0.6864868998527527,-0.0657968819141388,0.42113253474235535,0.7195719480514526,-0.048852939158678055,0.5723115801811218,0.6901231408119202,-0.08437662571668625,0.19763165712356567,0.7850281000137329,7.012159812802565e-07,0.28770223635767866,1.0,1.8696041713043168,8,0.3829932105606373,0.5999999999999999,Right,fast,0.6383220176010623,0.48598184472142925,147.3064864852873,0.7463261577838769
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.6333333333333335,Not moving,slow,0.0,0.0,0.0,0.0,0.45632022619247437,0.27791762351989746,-0.0726139023900032,0.37349721789360046,0.47413259744644165,-0.023477744311094284,0.42721012234687805,0.35288435220718384,-0.04837508499622345,0.4800766706466675,0.2130221128463745,-0.09174806624650955,0.36916354298591614,0.19124147295951843,-0.07612098753452301,0.3136765658855438,0.4371713399887085,-0.032263971865177155,0.34906262159347534,0.28313276171684265,-0.05329728126525879,0.3836284875869751,0.11654680967330933,-0.09444565325975418,0.14930249750614166,0.25609225034713745,-0.1069033294916153,0.1851235181093216,0.4599742889404297,-0.064811572432518,0.16256800293922424,0.3383715748786926,-0.0920635387301445,0.14052140712738037,0.18046075105667114,-0.11654024571180344,0.294233113527298,0.19321078062057495,-0.09513437002897263,0.25226831436157227,0.4341174364089966,-0.0465519018471241,0.277432918548584,0.2843674421310425,-0.07140577584505081,0.3076950013637543,0.1181672215461731,-0.11218223720788956,0.3115045428276062,0.7742598652839661,-0.03510178625583649,0.5014834403991699,0.6817097663879395,-0.070856973528862,0.41806408762931824,0.7141327261924744,-0.05250687897205353,0.5677657127380371,0.689543604850769,-0.09101301431655884,0.19941526651382446,0.7870224714279175,6.519021553685889e-07,0.2864569085351931,1.0,1.8674222702550316,9,0.3856688001769155,0.6333333333333335,Not moving,medium,0.6089507371214453,0.4845231065143704,145.43491972948843,0.08026768848834694
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.6666666666666667,Not moving,slow,0.0,0.0,0.0,0.0,0.48168104887008667,0.29765889048576355,-0.05646619573235512,0.4077216386795044,0.47449904680252075,-0.009267183020710945,0.453377902507782,0.35915830731391907,-0.03257792070508003,0.5071115493774414,0.24993157386779785,-0.07406190037727356,0.4074954390525818,0.20587679743766785,-0.05857664719223976,0.349301815032959,0.4415997266769409,-0.018779156729578972,0.38263311982154846,0.2945980429649353,-0.03634712100028992,0.4289509057998657,0.13298174738883972,-0.0764080211520195,0.1875140517950058,0.26573583483695984,-0.09423860162496567,0.2236340343952179,0.46427100896835327,-0.05413340777158737,0.19895172119140625,0.3477404713630676,-0.07856360077857971,0.1837189644575119,0.1898919939994812,-0.10455940663814545,0.3266488015651703,0.20558297634124756,-0.08048438280820847,0.28892743587493896,0.44012153148651123,-0.03453126922249794,0.30879855155944824,0.29566895961761475,-0.056093767285346985,0.34556278586387634,0.131454735994339,-0.0978441908955574,0.345499724149704,0.7785055637359619,-0.029836032539606094,0.5328231453895569,0.6990776658058167,-0.0631617084145546,0.45165157318115234,0.7261741161346436,-0.04534602537751198,0.5998225212097168,0.7035565376281738,-0.08234542608261108,0.23247185349464417,0.786110520362854,6.458685106736084e-07,0.2724046003241436,1.0,1.835810816315761,9,0.4187379640243062,0.6666666666666667,Right,fast,0.6281069460364592,0.46307618038806353,157.7950742236786,0.9920749154217197
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.7,Not moving,slow,0.0,0.0,0.0,0.0,0.4830263555049896,0.29321739077568054,-0.07022889703512192,0.4078628718852997,0.4800315797328949,-0.018867501989006996,0.45392218232154846,0.3603888154029846,-0.04455846548080444,0.5104494690895081,0.236772358417511,-0.08996181935071945,0.40473827719688416,0.20805609226226807,-0.07414139807224274,0.34952592849731445,0.44490018486976624,-0.028477782383561134,0.38078242540359497,0.2965514659881592,-0.04989739507436752,0.4261661469936371,0.134052574634552,-0.0934133380651474,0.18912449479103088,0.26620787382125854,-0.10712261497974396,0.22502876818180084,0.46859443187713623,-0.06353209912776947,0.20197291672229767,0.3475238084793091,-0.09157108515501022,0.18120789527893066,0.19072988629341125,-0.11713756620883942,0.3333071172237396,0.20731660723686218,-0.09460260719060898,0.28949469327926636,0.4425879120826721,-0.04405096173286438,0.3129342198371887,0.2968509793281555,-0.06971482187509537,0.35304829478263855,0.13219374418258667,-0.11214259266853333,0.3445192873477936,0.7790431976318359,-0.03345710039138794,0.5309317708015442,0.6926612854003906,-0.07008026540279388,0.4491617679595947,0.7223834991455078,-0.050999317318201065,0.5965301990509033,0.6965638399124146,-0.09082499891519547,0.2359413206577301,0.7914620637893677,6.285665676841745e-07,0.27380883730296546,1.0,1.8330015309284318,10,0.42511575513421196,0.7,Not moving,fast,0.6073082216203028,0.4677807644665666,151.23452610340578,0.19133373329717357
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.7333333333333332,Not moving,slow,0.0,0.0,0.0,0.0,0.5058731436729431,0.31058934330940247,-0.05324186012148857,0.4393765330314636,0.48852744698524475,-0.009409709833562374,0.4828645884990692,0.3738808035850525,-0.031048061326146126,0.5244365930557251,0.2599449157714844,-0.06974586844444275,0.4458990693092346,0.21918591856956482,-0.055841945111751556,0.38356319069862366,0.4533539116382599,-0.018635213375091553,0.42091578245162964,0.3089509904384613,-0.03509014472365379,0.46617212891578674,0.14520999789237976,-0.07239041477441788,0.22395005822181702,0.27712714672088623,-0.09064793586730957,0.25827687978744507,0.47230201959609985,-0.052840083837509155,0.23521873354911804,0.35715678334236145,-0.07619304955005646,0.22038587927818298,0.2038097381591797,-0.10011198371648788,0.3667706251144409,0.21591395139694214,-0.07769236713647842,0.3240836560726166,0.4494195580482483,-0.03392331302165985,0.3490481674671173,0.30469757318496704,-0.05450575426220894,0.38532671332359314,0.1438775360584259,-0.09419411420822144,0.37586790323257446,0.7860602140426636,-0.02937369979918003,0.5607706904411316,0.7059382796287537,-0.06185895577073097,0.4808819890022278,0.7343922257423401,-0.04460000991821289,0.6267070770263672,0.7101743221282959,-0.08016851544380188,0.2657841145992279,0.7938292026519775,6.23210837602528e-07,0.2640891396487204,1.0,1.8109492018168567,10,0.45505228293269884,0.7333333333333332,Right,fast,0.6205258403627713,0.4618164157005135,165.87540215691806,0.8980958339546056
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.7666666666666668,Not moving,slow,0.0,0.0,0.0,0.0,0.5050703883171082,0.305503785610199,-0.06659015268087387,0.44052654504776,0.49116504192352295,-0.017951641231775284,0.4801607131958008,0.368954598903656,-0.04258604347705841,0.5286068916320801,0.25290077924728394,-0.08480018377304077,0.44133442640304565,0.22134017944335938,-0.07162119448184967,0.38467714190483093,0.45680201053619385,-0.02902313880622387,0.4185265302658081,0.30955958366394043,-0.04910682514309883,0.4612603783607483,0.14820408821105957,-0.08954297751188278,0.2264631986618042,0.27684447169303894,-0.10586003959178925,0.25984442234039307,0.47928565740585327,-0.06618392467498779,0.2385423332452774,0.35843977332115173,-0.09198072552680969,0.2199467271566391,0.20228272676467896,-0.11498147994279861,0.369284987449646,0.2199716567993164,-0.09344909340143204,0.32535719871520996,0.4540677070617676,-0.045815154910087585,0.35102224349975586,0.3097429871559143,-0.06995012611150742,0.38719531893730164,0.14628422260284424,-0.11008119583129883,0.37832096219062805,0.7854807376861572,-0.030430646613240242,0.5572722554206848,0.70061194896698,-0.0667097270488739,0.4779815077781677,0.728966236114502,-0.04759850725531578,0.6209449768066406,0.703203558921814,-0.08726514875888824,0.27264404296875,0.7989356517791748,5.882449727323547e-07,0.2617120807312805,1.0,1.7963244398224465,10,0.46360415056051135,0.7666666666666668,Not moving,fast,0.6047010659484929,0.4596792266447269,158.83701045786063,0.25655602883437567
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.8,Not moving,slow,0.0,0.0,0.0,0.0,0.5375583171844482,0.3009117841720581,-0.07211180776357651,0.47148528695106506,0.4938221275806427,-0.021956762298941612,0.5102903246879578,0.36391645669937134,-0.04861875995993614,0.5635475516319275,0.25444135069847107,-0.08845295011997223,0.47647228837013245,0.22191360592842102,-0.07091561704874039,0.41503527760505676,0.4611996114253998,-0.030400678515434265,0.44882357120513916,0.3107870817184448,-0.049912068992853165,0.5008557438850403,0.15182214975357056,-0.0873219296336174,0.2581672668457031,0.28747832775115967,-0.10045304149389267,0.29128482937812805,0.48359304666519165,-0.06207072362303734,0.2687750458717346,0.3675820827484131,-0.08581384271383286,0.254874050617218,0.21381327509880066,-0.10979428142309189,0.39535805583000183,0.22515130043029785,-0.08845159411430359,0.3555584251880646,0.45926034450531006,-0.04440946877002716,0.3766575753688812,0.3145202398300171,-0.06573478877544403,0.4155590236186981,0.15454435348510742,-0.1045929342508316,0.40810447931289673,0.7907211780548096,-0.031228404492139816,0.5874146819114685,0.7062525749206543,-0.06845621764659882,0.5085630416870117,0.7357902526855469,-0.04919443279504776,0.654245138168335,0.7096098065376282,-0.08877688646316528,0.3004459738731384,0.7976011037826538,6.707090847157815e-07,0.25790544318821773,1.0,1.7936271528579952,10,0.49143809351452716,0.8,Right,fast,0.6142976168931589,0.46411688218517355,159.847781116766,0.8350182886204744
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.8333333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.5340415239334106,0.3021396994590759,-0.0721743181347847,0.47215792536735535,0.5014036297798157,-0.020933233201503754,0.5064424276351929,0.3672592043876648,-0.04798872768878937,0.5612071752548218,0.25380128622055054,-0.08938026428222656,0.4764862656593323,0.22351792454719543,-0.07320621609687805,0.41742271184921265,0.46778541803359985,-0.031051097437739372,0.44980308413505554,0.31255972385406494,-0.05159217119216919,0.5011342167854309,0.1532224714756012,-0.08994174748659134,0.26177778840065,0.28577369451522827,-0.1054598018527031,0.2934485673904419,0.4870225489139557,-0.06626221537590027,0.2729048728942871,0.3669595718383789,-0.09162524342536926,0.2562710642814636,0.2103739082813263,-0.11434081941843033,0.40344834327697754,0.22691279649734497,-0.09389762580394745,0.358318567276001,0.4638969302177429,-0.046917714178562164,0.38213351368904114,0.3181401491165161,-0.07082565128803253,0.4246025085449219,0.15380877256393433,-0.10996795445680618,0.41076231002807617,0.7960655689239502,-0.030610352754592896,0.5866514444351196,0.7063741087913513,-0.0677652508020401,0.5076828002929688,0.7369813919067383,-0.04836774617433548,0.6522334218025208,0.7073862552642822,-0.08833266794681549,0.30628490447998047,0.8075808882713318,6.274611337175884e-07,0.259101301378184,1.0,1.7955491414830007,11,0.503000498501033,0.8333333333333333,Not moving,fast,0.6036005982012397,0.4626296565948269,160.49877912859483,0.3468721495951742
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.8666666666666665,Not moving,slow,0.0,0.0,0.0,0.0,0.571160078048706,0.3106249272823334,-0.06713325530290604,0.4986935257911682,0.5045352578163147,-0.019688429310917854,0.5433005094528198,0.37950271368026733,-0.04435325041413307,0.5952560901641846,0.2536587417125702,-0.08373910188674927,0.5017837882041931,0.23269400000572205,-0.0691354051232338,0.44314903020858765,0.4723406434059143,-0.02925916388630867,0.47766056656837463,0.32399648427963257,-0.048271432518959045,0.5196502208709717,0.15996941924095154,-0.08555689454078674,0.29063183069229126,0.29834944009780884,-0.09812773019075394,0.3236158490180969,0.4949988126754761,-0.06188439950346947,0.3008185923099518,0.37865006923675537,-0.08457208424806595,0.2871689796447754,0.22485113143920898,-0.10693182051181793,0.4235556423664093,0.23978349566459656,-0.08545880764722824,0.3852599859237671,0.4701765179634094,-0.04382024705410004,0.405344158411026,0.3279649615287781,-0.06408439576625824,0.44034507870674133,0.1697060763835907,-0.10098838061094284,0.4373115301132202,0.7960630655288696,-0.028296368196606636,0.6141538619995117,0.7080718874931335,-0.06252315640449524,0.5361585021018982,0.740040123462677,-0.04452960938215256,0.6804842352867126,0.710793673992157,-0.08200088888406754,0.3305981159210205,0.8070206642150879,6.082095183046476e-07,0.2544951258304362,1.0,1.776886223244589,11,0.5273201634158692,0.8666666666666665,Right,fast,0.6084463424029262,0.4650152733144706,151.65795600038422,0.7295899474450859
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.9000000000000001,Not moving,slow,0.0,0.0,0.0,0.0,0.5694683194160461,0.3104986548423767,-0.07944163680076599,0.4998564124107361,0.5083276033401489,-0.025879327207803726,0.5410296320915222,0.38061511516571045,-0.05391945317387581,0.5957875847816467,0.25309744477272034,-0.09816098213195801,0.5018335580825806,0.2341565191745758,-0.080744668841362,0.4462514817714691,0.4752176105976105,-0.03516025468707085,0.47803518176078796,0.3241470158100128,-0.05764365196228027,0.5222948789596558,0.16235500574111938,-0.0985642597079277,0.2934228777885437,0.2995081841945648,-0.10799579322338104,0.3268604278564453,0.4960399568080902,-0.06829997152090073,0.30471497774124146,0.37953269481658936,-0.09414027631282806,0.2883012890815735,0.22515299916267395,-0.11689131706953049,0.43131422996520996,0.23947477340698242,-0.09737168252468109,0.38917338848114014,0.4716251492500305,-0.049866486340761185,0.4110938310623169,0.3295303285121918,-0.07452095299959183,0.4503084421157837,0.1668054461479187,-0.1134783923625946,0.43731939792633057,0.7946817278862,-0.03301741182804108,0.61281418800354,0.7067648768424988,-0.07237754017114639,0.5338357090950012,0.7377876043319702,-0.05220332369208336,0.6767216920852661,0.7073893547058105,-0.09382657706737518,0.3353424668312073,0.8075308799743652,6.299223400674236e-07,0.25059947307793706,1.0,1.7644176118880555,11,0.5320918702048499,0.9000000000000001,Not moving,fast,0.5912131891164999,0.4614653358844547,151.09734803980322,0.14315120366942247
